twitter_id,label
1412380087471775745,NHS
1409650618436784139,HS
1409649496858890250,HS
1409644785992835076,HS
1409642759552520192,HS
1409642150820675585,NHS
1409639727527907333,HS
1409637853588451329,HS
1409637703331635203,HS
1409637513665204226,HS
1409636835010093063,HS
1409636033092718596,HS
1409635882173308929,HS
1409634710045663238,HS
1409632340586860545,NHS
1409632251457937409,HS
1409631654537093124,HS
1409631144937623552,NHS
1409628512709869569,HS
1409627633890041860,NHS
1409626860984537092,HS
1409625758075559938,HS
1409625482811744260,HS
1409622861891850254,HS
1409619945256886274,HS
1409619250873081863,HS
1409619016432472065,HS
1409614088150388736,HS
1409610825854328832,HS
1409610794359312388,HS
1409608786432626689,HS
1409607291482038274,HS
1409607150230458370,HS
1409606526541643783,HS
1409606420132212740,NHS
1409605521720713216,HS
1409604325517807626,HS
1409603690248429575,NHS
1409603531045224455,HS
1409602336633372672,HS
1409602276650536966,NHS
1409599374099947523,HS
1409599359885402113,HS
1409597800225071113,HS
1409596861456044042,HS
1409596578386616321,HS
1409595968048308235,HS
1409595015244963841,HS
1409594742153809922,HS
1409594699757801473,NHS
1409594508581408768,HS
1409592636135153671,HS
1409590853295878147,HS
1409590581240729601,HS
1409589642026881024,HS
1409588338479144966,NHS
1409588296808763392,HS
1409587990062506009,NHS
1409587547420848130,HS
1409586728713658371,NHS
1409585111478140929,HS
1409583244408856586,HS
1409582891214929922,HS
1409582699157725205,HS
1409580650466787332,HS
1409580101340119045,HS
1409580059812192256,HS
1409580017613422595,HS
1409579997501743110,HS
1409579366561062913,NHS
1409578320073838595,HS
1409578041773330448,HS
1409577948181585925,NHS
1409577279538221062,NHS
1409576800511008772,NHS
1409576711235289088,HS
1409574265481990145,NHS
1409573824472006656,HS
1409572868254482435,NHS
1409571613197180938,HS
1412368693795958786,NHS
1412354785882238984,NHS
1412354457371910150,NHS
1412351604808994816,NHS
1412348757212123136,NHS
1412345905047552000,HS
1412332392661069825,NHS
1412331876199567360,HS
1412331548456665091,NHS
1412328041427214336,NHS
1412327637595439104,NHS
1412323575604912130,NHS
1412316958205296643,HS
1412314877335592960,NHS
1412310193338191872,NHS
1412307819966210048,NHS
1412307804136820739,NHS
1412301975358746633,NHS
1412284952968892417,NHS
1412264066765176832,NHS
1412202247526797312,NHS
1412200745546489858,NHS
1412198932000673796,NHS
1412193628206809090,NHS
1412162972353499142,NHS
1412157179189153793,HS
1412145119147483137,NHS
1412140567866351626,NHS
1412137116608380931,NHS
1412133489894383616,HS
1412121860830121991,HS
1412121188718030850,NHS
1412119795877752837,NHS
1412116057146417152,HS
1412110691096580096,NHS
1412105920717463558,NHS
1412103950820646916,NHS
1412103432152944642,NHS
1412102203763011590,HS
1412100761572478980,HS
1412097939183484928,HS
1412080574601236481,HS
1412065163855937537,NHS
1412059353390194697,HS
1412036273397772298,NHS
1412019343232323586,NHS
1412018135167819776,NHS
1412004768386588675,HS
1411975953740337156,NHS
1411972089456873476,NHS
1411969377063350277,NHS
1411964487733813249,HS
1411950286617317376,NHS
1411948906515140608,NHS
1411939331787329537,HS
1411832073405489156,NHS
1411827955437871104,HS
1411818473085415425,NHS
1411812513201758209,NHS
1411811926594756626,NHS
1411805995400110086,NHS
1411801769701695496,HS
1411793563348832264,HS
1411788802478198785,NHS
1411781776268267526,NHS
1411780186673188869,NHS
1411774822531710983,NHS
1411772205533388804,HS
1411764982153461769,NHS
1411760625756389377,HS
1411756960475664389,NHS
1411755097160400901,HS
1411748771206152193,HS
1411746761660637186,HS
1411737527309025282,NHS
1411726075634368517,NHS
1411706243471876099,NHS
1411691987749769222,NHS
1411688561221550082,HS
1411667905389993987,NHS
1411658868111728644,NHS
1411643280903839744,NHS
1411622374441639936,HS
1411613703288590338,NHS
1411607442543329281,NHS
1411604800878297088,NHS
1411602444849713158,HS
1411599710738071553,NHS
1411502336623747077,NHS
1411476783753486338,NHS
1411445421755539458,NHS
1411431857191800835,NHS
1411421339102109704,NHS
1411418029137727490,NHS
1411280810569785347,HS
1411266801481175041,HS
1411210597790781443,HS
1411204997891698689,HS
1411191360904892416,NHS
1411103145401454599,NHS
1411076084976783361,NHS
1410983140403843072,NHS
1410948812936470530,NHS
1410926563500216325,NHS
1410925484670607364,NHS
1410772755562348545,NHS
1410748333786685443,NHS
1410748329873481736,NHS
1410742986749538306,NHS
1410725288355405826,NHS
1410700434310844429,NHS
1410657453230985221,NHS
1410641126739042307,NHS
1410614891120001030,NHS
1410571187365818381,NHS
1410569448830930948,NHS
1410564060299542529,NHS
1410510656047038467,NHS
1410495683677888512,NHS
1410466423340736512,HS
1410429509963333639,NHS
1410394557481635841,NHS
1410394344016781317,NHS
1410393914121596933,NHS
1410393428928651264,NHS
1410381456422092802,NHS
1410381455373520904,NHS
1410339235740241926,NHS
1410335151943471111,NHS
1410333845547851776,NHS
1410323964044447744,HS
1410318885635690499,NHS
1410313811844907008,NHS
1409569335694315520,NHS
1409569096161714180,HS
1409568794620669956,HS
1409566860975259652,HS
1409566747976519688,HS
1409566729001439233,HS
1409566170810880007,HS
1409565962949607428,NHS
1409565621650591744,NHS
1409565450455949315,HS
1409565261049565186,HS
1409564835369660420,HS
1409564712237469698,NHS
1409564668297940993,HS
1409564168907337733,NHS
1409563770670682128,NHS
1409562877623742470,HS
1409562281550155782,HS
1409561665415303168,NHS
1409561233292935173,HS
1409561157178908687,HS
1409561042150117384,HS
1409559620973170697,HS
1409558452364587014,NHS
1409558226018910209,NHS
1409557655711006727,HS
1409557584445685767,HS
1409556797145464836,HS
1409556141718360067,NHS
1409554338192756742,NHS
1409552804918792197,HS
1409552462919385088,HS
1409551694153895943,HS
1409550360709152770,NHS
1409550011407421445,HS
1409548334159761415,NHS
1409547304755941393,HS
1409547295037796362,HS
1409547230982328326,NHS
1409546752055783426,HS
1409546730987741184,NHS
1409545509304471552,HS
1409545477071249415,NHS
1409545403326947336,NHS
1409545283877355523,NHS
1409545054486773760,NHS
1409544237792759813,NHS
1409544016937504769,NHS
1409543036703588359,HS
1409542718938882061,HS
1409542214712279045,NHS
1409541991160061963,HS
1409541384823001091,NHS
1409540988104761345,NHS
1409539678198501387,HS
1409539565963075591,NHS
1409539398669119489,HS
1409539267035111433,HS
1409539144376799237,HS
1409539131634487303,NHS
1409538344825016325,HS
1409538142198173705,NHS
1409536554230505480,HS
1409536553915924484,NHS
1409535633534631936,HS
1409535622004490249,NHS
1409534782527131648,HS
1409533488047534082,NHS
1409531938482888710,NHS
1409531827832901636,HS
1409531648950083587,NHS
1409530883988676620,HS
1409530251500212226,HS
1409529837350526976,NHS
1409529226387144708,NHS
1409529011672334337,HS
1409527187057872904,HS
1409525633269440514,HS
1409525242544992259,HS
1409524367168622597,NHS
1409523429045379077,HS
1409523221926404100,HS
1409522429714632706,HS
1409521397764853764,HS
1409520460300234760,NHS
1409520428448718848,HS
1409519550694047744,NHS
1409517787798777860,HS
1409517548975108104,HS
1409516874023550982,HS
1409516778783453189,HS
1409516752866840583,HS
1409516634100875268,HS
1409516226850795523,HS
1409516134337024004,NHS
1409513233199865860,NHS
1409513080359358466,HS
1409512795125731336,HS
1409512267541004296,HS
1409511691126194176,NHS
1409510768928829445,HS
1410292217609179136,HS
1410254516180639747,NHS
1410231876904751113,HS
1410226269829144585,HS
1410225676532264961,HS
1410215852625039371,NHS
1410213363154571264,NHS
1410198216386265088,HS
1410109561814622210,HS
1410062202221047817,NHS
1410053094575063045,HS
1410049135873495043,NHS
1410000672007897090,HS
1409973295034900488,HS
1409970752766500873,HS
1409951355050078215,NHS
1409868359768940553,HS
1409862639887568898,HS
1409843314040446981,HS
1409837940369465346,NHS
1409828415880921091,NHS
1409824795978571780,NHS
1409800724138057728,HS
1409797952860721153,HS
1409781370860281856,HS
1409770820499652609,HS
1409767293282918401,HS
1409767154787008516,HS
1409721644566859777,NHS
1409691473239371777,NHS
1409690486172917764,NHS
1409672387004567558,HS
1409668155325095940,HS
1409651413299339266,NHS
1409645818571722763,NHS
1409624106991980548,HS
1409614011587608587,HS
1409613540164575236,HS
1409605788067319819,HS
1409604325517807626,HS
1409603252212076548,HS
1409597825378394121,NHS
1409595015244963841,HS
1409567646731980812,HS
1409565213733568514,HS
1409539260143783942,HS
1409535812845424646,HS
1409534686834081795,HS
1409533961613807616,HS
1409529424119218181,HS
1409528923474567168,HS
1409525888060956676,HS
1409517710501986323,HS
1409511701062508546,HS
1409508092191051786,NHS
1409505347891568641,NHS
1409504387202965505,HS
1409497612269633536,HS
1409486288470872066,HS
1409482672481701892,HS
1409478319033176064,HS
1409475854325923840,HS
1409475175276597257,HS
1409473313294913540,HS
1409468414540779520,HS
1409467460345122817,HS
1409465200512745481,NHS
1409464418254176258,HS
1409462521602453504,HS
1409459980340695040,HS
1409459286921654275,HS
1409456393439133696,HS
1409446292162555909,HS
1409444748780318720,HS
1409439981295255553,HS
1409439928002437122,NHS
1409426326247948290,HS
1409421504438226947,HS
1409416631634305026,NHS
1409416455200858113,HS
1409415875330023425,HS
1409412109415456773,HS
1409410234913898497,HS
1409407881926090758,NHS
1409406935980560387,HS
1409404189034287109,HS
1409403312248659968,NHS
1409390706058203138,HS
1409380421213827072,NHS
1409359949269016578,HS
1409353345895182338,NHS
1409283788379729922,NHS
1409280241143631873,NHS
1409253025999433728,NHS
1409229513855283205,NHS
1409220654570815493,NHS
1409152209066078209,HS
1409110774933512196,NHS
1409084920782262279,HS
1409061395178655747,NHS
1409052127540953091,HS
1409018212176568320,NHS
1408953889420873735,NHS
1408941735351406595,NHS
1418793109119451138,NHS
1418599208832147464,HS
1418558733693632516,HS
1418377611416424449,HS
1417883224768974854,HS
1417835584224104455,NHS
1417653581772206080,NHS
1417652286738796547,NHS
1417286347648290821,NHS
1417248809156071429,NHS
1416514480817721347,NHS
1415775756010012673,HS
1415413506543923203,NHS
1415061375794229258,NHS
1415002203195166721,NHS
1414898726628478976,NHS
1414703456821129220,NHS
1414668952228220931,NHS
1414348479397253121,HS
1413870629263187970,NHS
1413744509985431555,NHS
1413655564165472262,NHS
1413338349230870528,NHS
1412717486039089157,NHS
1412682944653766660,NHS
1412608074070831105,NHS
1412585213746683915,NHS
1412475547280674822,HS
1412440276816257034,HS
1412370461741273091,NHS
1412354714554060800,HS
1412170525300908034,NHS
1412009156597489668,NHS
1411739010226065409,NHS
1411636859139145728,NHS
1411613843474763777,NHS
1411454764265750538,NHS
1411453782894989312,NHS
1411438057782448129,NHS
1410896080728903681,HS
1410733399438888965,NHS
1410722175179399173,HS
1410716278747238408,NHS
1410630926904741889,NHS
1410456976186916865,NHS
1410097007113424899,NHS
1409988189352247296,HS
1409969977994715140,NHS
1409922032138133508,NHS
1409848958126526466,NHS
1409791415324979204,HS
1409712473083572234,NHS
1409708084285431811,HS
1409653961154469892,NHS
1409604112585535489,HS
1409591026277310465,HS
1409573300024524803,NHS
1409553489278144514,HS
1409551905550970882,NHS
1409530046914641925,NHS
1409481243197120513,HS
1409459732713254913,HS
1409419604099801090,HS
1409390524369358849,HS
1409206488866902029,HS
1409176893086212100,HS
1409122078050197515,HS
1409106953377357826,NHS
1408972702233268224,HS
1408971408840052736,HS
1408954387293257731,HS
1408950701741445122,NHS
1409509363685920774,HS
1409508025468080128,HS
1409506102643986432,HS
1409505814570835973,HS
1409505639135592451,HS
1409504975466737665,HS
1409504656766771207,HS
1409504420606451714,HS
1409504261659054083,HS
1409503855512113154,HS
1409503715535556612,HS
1409503592617234432,HS
1409503037664731140,HS
1409501526444412930,HS
1409500513364852738,HS
1409500119129526275,HS
1409499857904091141,NHS
1409499605759410181,NHS
1409499517448245250,HS
1409497612269633536,HS
1409497457302593539,HS
1409496806266970116,HS
1409496767578742787,HS
1409496460257894401,HS
1409494848873316357,NHS
1409493212406988802,NHS
1409493119419158528,HS
1409493024984473600,HS
1409492132386291712,NHS
1409491466716692485,HS
1409490205682421763,HS
1409489246608560128,NHS
1409488790830387205,HS
1409488326952992774,HS
1409487524154777604,HS
1409487505397800966,HS
1409486288470872066,HS
1409485940247126018,HS
1409485772936392704,HS
1409485757320925186,HS
1409485410284285956,HS
1409483911479107584,HS
1409482964862267401,NHS
1409482813863256068,HS
1409482677628121093,HS
1409482666630598659,HS
1409482039426961408,HS
1409482028127555584,HS
1409481241389371399,HS
1409481238986043393,HS
1409479631401541640,HS
1409479015002484738,HS
1409478086450728963,HS
1409477006941691905,HS
1409476762749353993,HS
1409475940372127744,HS
1409475557239238660,HS
1409475042245812227,NHS
1409474836502614021,HS
1409474158996738048,HS
1409474158258540545,HS
1409473051700441090,HS
1409472966107316225,HS
1409472731079397376,HS
1409471176544591873,HS
1409471051751428101,HS
1409470354997776385,HS
1409469943515697155,NHS
1409469541156073479,HS
1409468933283983360,NHS
1409468890527244288,HS
1409468695357841415,HS
1409468414540779520,HS
1409468174484000770,HS
1409467149438132226,NHS
1409465540045950978,HS
1409464617764524033,HS
1409464616250445825,HS
1409462070127607810,NHS
1409461889827061770,HS
1409461426545205248,HS
1409459897306058753,HS
1409459497249222658,HS
1409459286921654275,NHS
1409458406855938056,HS
1409458207005814784,HS
1409457655500972043,HS
1409457571363229698,HS
1409457543949262851,HS
1409455312852107265,HS
1409455057058283520,HS
1409454560754688001,HS
1409454516970401794,HS
1409454476625420290,HS
1409453891398389760,NHS
1409453454372884480,HS
1409453067364360192,HS
1409453019704578049,HS
1409452568565137408,HS
1409451564616519680,HS
1409451420953292800,HS
1409450587146657792,HS
1409450497447243782,HS
1409449924639526919,HS
1409449483621052416,HS
1409449233527214083,HS
1409447909565861888,HS
1419762559746551808,HS
1419555819985809408,NHS
1419254427458940938,NHS
1418643377394962433,NHS
1418298037873545222,NHS
1417591950048260098,NHS
1417528300885454848,NHS
1416648690907951106,NHS
1415774104838365184,NHS
1415757352440111107,NHS
1415571331953819649,NHS
1415374161485127683,NHS
1415268226687246336,NHS
1414579286665830406,NHS
1414511517165395968,NHS
1414347745427697667,NHS
1414212774708846599,NHS
1414184202149433344,NHS
1414171063622176771,NHS
1414170822709743616,NHS
1413943623998115843,NHS
1413627113668812804,NHS
1413523242040582145,NHS
1413473210516000768,NHS
1413281901964677122,NHS
1413029581410521089,HS
1412935042016370688,HS
1412885737511563268,NHS
1412867669192318984,NHS
1412838597498134531,NHS
1412824785319600130,HS
1412745270270607360,NHS
1412743494007918596,NHS
1412733199378268162,NHS
1412720415840129028,NHS
1412543937005428742,NHS
1412543417536716804,HS
1412529415536484355,NHS
1412474684222939137,NHS
1412473086356697090,NHS
1412466792090513418,NHS
1412448499120197633,NHS
1412445542962114560,NHS
1412432513243492352,NHS
1412404754261684225,NHS
1412400573702365190,NHS
1412399741661597699,NHS
1412399549289730051,NHS
1412394321714819074,NHS
1412370461741273091,NHS
1412360103936901121,HS
1412353575632650243,NHS
1412340215008710662,NHS
1412339330970968065,NHS
1412316283819941889,NHS
1412311278480236550,NHS
1412302777288699908,NHS
1412298000953708545,NHS
1412203937747382272,NHS
1412197604281180161,NHS
1412179841273765897,NHS
1412177500227133442,NHS
1412174084968955911,NHS
1412166783310651398,NHS
1412154335216164867,NHS
1412150169488011264,NHS
1412142138012442631,NHS
1412109603911970816,NHS
1412100966443360258,NHS
1412088672627970049,NHS
1412085606755319808,NHS
1412071925325697024,NHS
1412039419532558341,NHS
1412035457731473412,NHS
1412034905236705282,NHS
1412033185861472262,NHS
1412031572962856963,NHS
1412022877956755457,NHS
1412020931736870918,NHS
1412017843202408449,NHS
1411994897012465670,NHS
1411993091704299521,NHS
1411989993753559040,NHS
1411974212953202689,NHS
1411968722202464258,NHS
1411966283801841664,NHS
1411797504761421828,NHS
1411787748785205253,NHS
1411762804697227265,NHS
1411761769282945030,NHS
1411753952027217927,NHS
1411753628843524096,NHS
1411751850978811908,HS
1411725117806239757,NHS
1411684416678727687,NHS
1411682404448800772,NHS
1411681978248794116,NHS
1411671951341494274,NHS
1411669922464284678,NHS
1411664664476459008,NHS
1411634193549889538,NHS
1411622747948654592,NHS
1411621781757124609,NHS
1411611637732286473,NHS
1411599316452532226,NHS
1411592884025966594,NHS
1411522955549495300,NHS
1411485710964736001,HS
1411453782894989312,HS
1411439942300057602,NHS
1411285498669195271,NHS
1410032988025495554,NHS
1409792307138867201,NHS
1409480978020638720,NHS
1409453230027911171,NHS
1409207024278282242,NHS
1418966365092917250,NHS
1418523459064320003,NHS
1418462718776971264,NHS
1418211505170907141,NHS
1417866389495365633,NHS
1417827072043622405,NHS
1417373561237483526,NHS
1416565060412006405,NHS
1416139787149451265,NHS
1415829435664814084,NHS
1414993909441236992,NHS
1414672475581976584,HS
1414314919525244932,NHS
1413798197730988034,NHS
1413179499638837251,HS
1413101810773078021,NHS
1413054750921273344,NHS
1413023779433979904,NHS
1412860024213409793,NHS
1412823351614189571,NHS
1412360446816960513,NHS
1412151333424095240,NHS
1412048816606490626,NHS
1411748459636531203,NHS
1411709400297967622,NHS
1411431674018250758,NHS
1410332582848471040,NHS
1410203700199571456,NHS
1409861108761088000,NHS
1409860906083880961,NHS
1409547405465370624,HS
1409523850937880589,NHS
1412541391251689473,NHS
1412080777681117189,NHS
1411684416678727687,NHS
1419327492767236101,NHS
1419086940951953414,NHS
1418599307981197312,NHS
1418305381701410824,NHS
1418239303805702150,NHS
1416965463876284416,NHS
1416011128648478723,NHS
1415319638339170305,NHS
1415291108389707779,HS
1415060774142218245,NHS
1414624596687470597,NHS
1413620248184512516,NHS
1413514278896750598,NHS
1413500445943734283,NHS
1413330158233194499,NHS
1413114659549454338,NHS
1413095315373178881,NHS
1413000756677029889,NHS
1412893851933712387,NHS
1412851591615586311,NHS
1412738997231751173,NHS
1412679783914250240,NHS
1412530982830411777,NHS
1412400985146900483,NHS
1412253705173360641,NHS
1412207054937337859,NHS
1412154481307963394,HS
1412151754335129601,NHS
1412139354588319753,NHS
1412083532088938497,NHS
1412021790998679557,NHS
1411746634036178945,NHS
1410959996460974081,NHS
1410955605393694724,NHS
1409592080318570499,HS
1409566606171250690,NHS
1409427216560164864,NHS
1411696719453097991,HS
1411693768634478593,NHS
1411679736049410052,NHS
1411674428027584518,HS
1411673866565468160,HS
1411672656118755328,NHS
1411669638879059970,HS
1411661385688305665,NHS
1411651589916536834,NHS
1411646167402885121,NHS
1411645410305888256,NHS
1411642082062737408,NHS
1411637852274892802,NHS
1411637703607828480,NHS
1411633496767016960,NHS
1411633469134983168,NHS
1411629590703919105,HS
1411628852183506948,NHS
1411627241130364928,NHS
1411621865907445763,HS
1411619742205493249,NHS
1411598736711630848,NHS
1411586599184445443,NHS
1411484283383001089,NHS
1411481349635121155,NHS
1411480129201750017,NHS
1411476783753486338,NHS
1411462893917310979,NHS
1411461131336617986,NHS
1411461090056314883,NHS
1411459119656095744,NHS
1411448866319253506,NHS
1411420471850147847,NHS
1411411148566667265,HS
1411392797685465088,NHS
1411378587744280581,NHS
1411351838633439236,HS
1411249905247653892,HS
1410653980145983495,HS
1410469093342257153,HS
1410339531295969281,HS
1410216241072164869,HS
1410066311657537537,HS
1409959861882925058,HS
1409924694120226821,HS
1409702956388163587,HS
1409698158322491397,HS
1409669056945278976,HS
1409667151212986368,HS
1409649189940719620,HS
1409614597087244291,HS
1409611124320915459,HS
1409606683878383619,HS
1409599069845078020,HS
1409574397615259652,HS
1409564013638336517,HS
1409563524691644420,HS
1409561550009126917,HS
1409554107040505859,HS
1409552928298373137,HS
1409543570122579978,HS
1409535391242371077,HS
1409534561139281922,HS
1409530249315033088,HS
1409501811661324296,HS
1409402534419107846,HS
1409081476147208198,HS
1409016896842878977,HS
1412380020379721735,HS
1412379110010195969,HS
1412377935055572998,HS
1412374166062436355,HS
1412371975838875648,HS
1412371751997222915,HS
1412363528913235969,HS
1412362741965283334,HS
1412357819765084167,HS
1412357292675244037,HS
1412352987566120965,HS
1412335305261293569,HS
1412333962115096576,HS
1412333362652631040,HS
1412311944300740609,HS
1412302349851414528,HS
1412289653718368257,HS
1412202060276248578,HS
1412193615447789571,HS
1412189305292955652,HS
1412183986097606667,HS
1412183368465321985,HS
1412181838823669762,HS
1412171233916076033,HS
1412169974920192003,HS
1412138824352796682,HS
1412107670622986244,HS
1412083223342063618,HS
1412079541779058695,HS
1412071330023936002,HS
1412053107341660160,HS
1412048476423262210,HS
1412047442955145218,HS
1412029405480751105,HS
1412017376837750786,HS
1412016949232603142,HS
1412014135810867202,HS
1411976123580301314,HS
1411833855187636225,HS
1411769172334370820,HS
1411720884587483136,HS
1419645861592813570,HS
